"","DLT_scenario","EFF_scenario","x","y","type"
"y_est1","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0,0.94793588220011,"Estimated MTD"
"y_est2","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.01,0.935311187260497,"Estimated MTD"
"y_est3","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.02,0.922767422829758,"Estimated MTD"
"y_est4","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.03,0.91030381318767,"Estimated MTD"
"y_est5","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.04,0.897919592496155,"Estimated MTD"
"y_est6","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.05,0.88561400464242,"Estimated MTD"
"y_est7","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.06,0.873386303085067,"Estimated MTD"
"y_est8","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.07,0.861235750703119,"Estimated MTD"
"y_est9","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.08,0.849161619647897,"Estimated MTD"
"y_est10","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.09,0.837163191197678,"Estimated MTD"
"y_est11","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.1,0.825239755615083,"Estimated MTD"
"y_est12","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.11,0.813390612007131,"Estimated MTD"
"y_est13","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.12,0.801615068187893,"Estimated MTD"
"y_est14","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.13,0.789912440543709,"Estimated MTD"
"y_est15","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.14,0.778282053900893,"Estimated MTD"
"y_est16","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.15,0.76672324139588,"Estimated MTD"
"y_est17","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.16,0.755235344347771,"Estimated MTD"
"y_est18","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.17,0.743817712133207,"Estimated MTD"
"y_est19","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.18,0.732469702063537,"Estimated MTD"
"y_est20","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.19,0.721190679264229,"Estimated MTD"
"y_est21","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.2,0.709980016556465,"Estimated MTD"
