"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"1","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.18,0.575,"Threshold 1"
"2","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.19,0.591,"Threshold 1"
"3","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.2,0.618,"Threshold 1"
"4","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.21,0.634,"Threshold 1"
"5","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.22,0.655,"Threshold 1"
"6","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.23,0.667,"Threshold 1"
"7","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.24,0.676,"Threshold 1"
"8","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.25,0.691,"Threshold 1"
"9","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.26,0.703,"Threshold 1"
"10","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.27,0.718,"Threshold 1"
"11","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.28,0.723,"Threshold 1"
"12","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.29,0.728,"Threshold 1"
"13","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.3,0.747,"Threshold 1"
"14","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.31,0.762,"Threshold 1"
"15","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.32,0.769,"Threshold 1"
"16","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.33,0.78,"Threshold 1"
"17","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.34,0.787,"Threshold 1"
"18","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.35,0.792,"Threshold 1"
"19","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.36,0.805,"Threshold 1"
"20","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.37,0.82,"Threshold 1"
"21","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.38,0.822,"Threshold 1"
"22","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.39,0.825,"Threshold 1"
"23","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.4,0.824,"Threshold 1"
"24","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.41,0.829,"Threshold 1"
"25","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.42,0.837,"Threshold 1"
"26","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.43,0.837,"Threshold 1"
"27","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.44,0.833,"Threshold 1"
"28","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.45,0.83,"Threshold 1"
"29","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.46,0.84,"Threshold 1"
"30","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.47,0.835,"Threshold 1"
"31","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.48,0.84,"Threshold 1"
"32","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.49,0.844,"Threshold 1"
"33","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.5,0.846,"Threshold 1"
"34","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.51,0.843,"Threshold 1"
"35","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.52,0.839,"Threshold 1"
"36","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.53,0.835,"Threshold 1"
"37","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.54,0.836,"Threshold 1"
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.55,0.836,"Threshold 1"
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.56,0.837,"Threshold 1"
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.57,0.833,"Threshold 1"
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.58,0.834,"Threshold 1"
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.59,0.834,"Threshold 1"
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.6,0.831,"Threshold 1"
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.61,0.824,"Threshold 1"
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.62,0.82,"Threshold 1"
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.63,0.819,"Threshold 1"
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.64,0.82,"Threshold 1"
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.65,0.812,"Threshold 1"
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.66,0.804,"Threshold 1"
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.67,0.798,"Threshold 1"
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.68,0.791,"Threshold 1"
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.69,0.788,"Threshold 1"
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.7,0.789,"Threshold 1"
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.71,0.783,"Threshold 1"
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.72,0.784,"Threshold 1"
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.73,0.775,"Threshold 1"
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.74,0.768,"Threshold 1"
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.75,0.76,"Threshold 1"
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.76,0.758,"Threshold 1"
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.77,0.753,"Threshold 1"
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.78,0.748,"Threshold 1"
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.79,0.744,"Threshold 1"
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.8,0.74,"Threshold 1"
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.81,0.733,"Threshold 1"
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.82,0.724,"Threshold 1"
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.83,0.72,"Threshold 1"
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.84,0.718,"Threshold 1"
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.85,0.718,"Threshold 1"
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.86,0.716,"Threshold 1"
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.87,0.712,"Threshold 1"
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.88,0.703,"Threshold 1"
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.89,0.695,"Threshold 1"
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.9,0.694,"Threshold 1"
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.91,0.684,"Threshold 1"
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.92,0.684,"Threshold 1"
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.93,0.676,"Threshold 1"
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.94,0.67,"Threshold 1"
