"","DLT_scenario","EFF_scenario","x","y","type"
"y_est1","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0,0.92321330441076,"Estimated MTD"
"y_est2","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.01,0.911634752226995,"Estimated MTD"
"y_est3","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.02,0.900110603912835,"Estimated MTD"
"y_est4","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.03,0.888640476927733,"Estimated MTD"
"y_est5","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.04,0.877223992309196,"Estimated MTD"
"y_est6","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.05,0.865860774631052,"Estimated MTD"
"y_est7","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.06,0.854550451962298,"Estimated MTD"
"y_est8","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.07,0.843292655826515,"Estimated MTD"
"y_est9","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.08,0.832087021161857,"Estimated MTD"
"y_est10","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.09,0.820933186281586,"Estimated MTD"
"y_est11","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.1,0.80983079283516,"Estimated MTD"
"y_est12","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.11,0.798779485769856,"Estimated MTD"
"y_est13","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.12,0.787778913292916,"Estimated MTD"
"y_est14","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.13,0.776828726834223,"Estimated MTD"
"y_est15","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.14,0.765928581009481,"Estimated MTD"
"y_est16","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.15,0.755078133583901,"Estimated MTD"
"y_est17","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.16,0.744277045436384,"Estimated MTD"
"y_est18","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.17,0.73352498052419,"Estimated MTD"
"y_est19","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.18,0.722821605848089,"Estimated MTD"
"y_est20","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.19,0.712166591417978,"Estimated MTD"
"y_est21","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.2,0.701559610218973,"Estimated MTD"
"y_est22","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.21,0.691000338177953,"Estimated MTD"
"y_est23","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.22,0.680488454130551,"Estimated MTD"
"y_est24","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.23,0.670023639788595,"Estimated MTD"
"y_est25","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.24,0.659605579707984,"Estimated MTD"
"y_est26","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.25,0.649233961256989,"Estimated MTD"
"y_est27","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.26,0.638908474584981,"Estimated MTD"
"y_est28","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.27,0.628628812591578,"Estimated MTD"
"y_est29","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.28,0.618394670896193,"Estimated MTD"
"y_est30","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.29,0.608205747807995,"Estimated MTD"
"y_est31","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.3,0.598061744296263,"Estimated MTD"
"y_est32","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.31,0.587962363961129,"Estimated MTD"
"y_est33","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.32,0.577907313004714,"Estimated MTD"
"y_est34","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.33,0.56789630020263,"Estimated MTD"
"y_est35","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.34,0.557929036875874,"Estimated MTD"
"y_est36","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.35,0.548005236863071,"Estimated MTD"
"y_est37","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.36,0.53812461649309,"Estimated MTD"
"y_est38","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.37,0.528286894558019,"Estimated MTD"
"y_est39","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.38,0.518491792286479,"Estimated MTD"
"y_est40","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.39,0.508739033317299,"Estimated MTD"
"y_est41","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.4,0.499028343673518,"Estimated MTD"
"y_est42","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.41,0.489359451736735,"Estimated MTD"
"y_est43","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.42,0.479732088221779,"Estimated MTD"
"y_est44","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.43,0.470145986151713,"Estimated MTD"
"y_est45","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.44,0.46060088083315,"Estimated MTD"
"y_est46","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.45,0.451096509831898,"Estimated MTD"
"y_est47","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.46,0.4416326129489,"Estimated MTD"
"y_est48","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.47,0.432208932196492,"Estimated MTD"
"y_est49","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.48,0.422825211774963,"Estimated MTD"
"y_est50","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.49,0.413481198049404,"Estimated MTD"
"y_est51","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.5,0.404176639526861,"Estimated MTD"
"y_est52","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.51,0.394911286833766,"Estimated MTD"
"y_est53","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.52,0.385684892693666,"Estimated MTD"
"y_est54","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.53,0.376497211905214,"Estimated MTD"
"y_est55","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.54,0.367348001320458,"Estimated MTD"
"y_est56","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.55,0.358237019823383,"Estimated MTD"
"y_est57","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.56,0.349164028308735,"Estimated MTD"
"y_est58","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.57,0.340128789661101,"Estimated MTD"
"y_est59","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.58,0.331131068734252,"Estimated MTD"
"y_est60","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.59,0.322170632330747,"Estimated MTD"
"y_est61","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.6,0.313247249181782,"Estimated MTD"
"y_est62","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.61,0.304360689927298,"Estimated MTD"
"y_est63","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.62,0.295510727096322,"Estimated MTD"
"y_est64","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.63,0.286697135087568,"Estimated MTD"
"y_est65","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.64,0.277919690150256,"Estimated MTD"
"y_est66","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.65,0.269178170365187,"Estimated MTD"
"y_est67","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.66,0.260472355626033,"Estimated MTD"
"y_est68","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.67,0.251802027620865,"Estimated MTD"
"y_est69","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.68,0.243166969813908,"Estimated MTD"
"y_est70","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.69,0.234566967427508,"Estimated MTD"
"y_est71","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.7,0.226001807424329,"Estimated MTD"
"y_est72","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.71,0.217471278489761,"Estimated MTD"
"y_est73","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.72,0.208975171014543,"Estimated MTD"
"y_est74","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.73,0.200513277077589,"Estimated MTD"
"y_est75","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.74,0.192085390429033,"Estimated MTD"
"y_est76","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.75,0.18369130647347,"Estimated MTD"
"y_est77","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.76,0.175330822253396,"Estimated MTD"
"y_est78","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.77,0.167003736432855,"Estimated MTD"
"y_est79","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.78,0.158709849281276,"Estimated MTD"
"y_est80","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.79,0.1504489626575,"Estimated MTD"
"y_est81","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.8,0.142220879994008,"Estimated MTD"
"y_est82","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.81,0.134025406281322,"Estimated MTD"
"y_est83","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.82,0.125862348052606,"Estimated MTD"
"y_est84","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.83,0.117731513368435,"Estimated MTD"
"y_est85","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.84,0.109632711801758,"Estimated MTD"
"y_est86","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.85,0.101565754423026,"Estimated MTD"
"y_est87","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.86,0.0935304537855041,"Estimated MTD"
"y_est88","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.87,0.0855266239107506,"Estimated MTD"
"y_est89","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.88,0.0775540802742694,"Estimated MTD"
"y_est90","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.89,0.0696126397913294,"Estimated MTD"
"y_est91","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.9,0.0617021208029492,"Estimated MTD"
"y_est92","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.91,0.0538223430620454,"Estimated MTD"
"y_est93","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.92,0.0459731277197424,"Estimated MTD"
"y_est94","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.93,0.0381542973118412,"Estimated MTD"
"y_est95","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.94,0.0303656757454443,"Estimated MTD"
"y_est96","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.95,0.022607088285736,"Estimated MTD"
"y_est97","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.96,0.0148783615429156,"Estimated MTD"
"y_est98","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.97,0.00717932345927998,"Estimated MTD"
"y_est99","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.98,-0.00049019670354389,"Estimated MTD"
"y_est100","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.99,-0.00813036837722067,"Estimated MTD"
"y_est101","Dose-toxicity scenario 1","Dose-efficacy scenario 2",1,-0.0157413596991832,"Estimated MTD"
"y_true1","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0,1.02003732072118,"True MTD"
"y_true2","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.01,1.00573465465442,"True MTD"
"y_true3","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.02,0.99155332777719,"True MTD"
"y_true4","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.03,0.977491802508041,"True MTD"
"y_true5","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.04,0.963548567134751,"True MTD"
"y_true6","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.05,0.949722135272547,"True MTD"
"y_true7","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.06,0.936011045335894,"True MTD"
"y_true8","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.07,0.922413860023444,"True MTD"
"y_true9","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.08,0.908929165815777,"True MTD"
"y_true10","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.09,0.895555572485544,"True MTD"
"y_true11","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.1,0.882291712619679,"True MTD"
"y_true12","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.11,0.869136241153318,"True MTD"
"y_true13","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.12,0.856087834915099,"True MTD"
"y_true14","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.13,0.843145192183524,"True MTD"
"y_true15","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.14,0.830307032254051,"True MTD"
"y_true16","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.15,0.817572095016646,"True MTD"
"y_true17","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.16,0.80493914054347,"True MTD"
"y_true18","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.17,0.79240694868644,"True MTD"
"y_true19","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.18,0.779974318684376,"True MTD"
"y_true20","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.19,0.767640068779483,"True MTD"
"y_true21","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.2,0.755403035842887,"True MTD"
"y_true22","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.21,0.743262075009005,"True MTD"
"y_true23","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.22,0.731216059318487,"True MTD"
"y_true24","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.23,0.719263879369498,"True MTD"
"y_true25","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.24,0.707404442977125,"True MTD"
"y_true26","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.25,0.69563667484068,"True MTD"
"y_true27","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.26,0.683959516218684,"True MTD"
"y_true28","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.27,0.672371924611334,"True MTD"
"y_true29","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.28,0.660872873450247,"True MTD"
"y_true30","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.29,0.649461351795292,"True MTD"
"y_true31","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.3,0.638136364038312,"True MTD"
"y_true32","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.31,0.62689692961357,"True MTD"
"y_true33","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.32,0.615742082714721,"True MTD"
"y_true34","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.33,0.604670872018163,"True MTD"
"y_true35","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.34,0.593682360412578,"True MTD"
"y_true36","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.35,0.582775624734514,"True MTD"
"y_true37","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.36,0.571949755509849,"True MTD"
"y_true38","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.37,0.561203856700986,"True MTD"
"y_true39","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.38,0.550537045459626,"True MTD"
"y_true40","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.39,0.53994845188498,"True MTD"
"y_true41","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.4,0.529437218787289,"True MTD"
"y_true42","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.41,0.519002501456491,"True MTD"
"y_true43","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.42,0.508643467435943,"True MTD"
"y_true44","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.43,0.498359296301028,"True MTD"
"y_true45","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.44,0.488149179442561,"True MTD"
