"","x","y","DLT_scenario","EFF_scenario"
"1",0.47,0.576675219642486,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"2",0.48,0.567236984425034,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"3",0.49,0.55781730653726,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"4",0.5,0.548416131302162,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"5",0.51,0.539033404257329,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"6",0.52,0.529669071153884,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"7",0.53,0.520323077955442,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"8",0.54,0.51099537083707,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"9",0.55,0.501685896184255,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"10",0.56,0.492394600591873,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"11",0.57,0.48312143086317,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"12",0.58,0.473866334008749,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"13",0.59,0.464629257245557,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"14",0.6,0.455410147995884,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"15",0.61,0.446208953886362,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"16",0.62,0.43702562274698,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"17",0.63,0.427860102610089,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"18",0.64,0.418712341709431,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"19",0.65,0.409582288479155,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"20",0.66,0.400469891552858,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"21",0.67,0.391375099762612,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"22",0.68,0.382297862138015,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"23",0.69,0.373238127905231,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"24",0.7,0.364195846486049,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"25",0.71,0.35517096749694,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"26",0.72,0.346163440748121,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"27",0.73,0.337173216242623,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"28",0.74,0.32820024417537,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"29",0.75,0.319244474932254,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"30",0.76,0.310305859089226,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"31",0.77,0.301384347411382,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"32",0.78,0.292479890852064,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"33",0.79,0.283592440551956,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"34",0.8,0.274721947838193,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"35",0.81,0.265868364223474,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"36",0.82,0.257031641405174,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"37",0.83,0.248211731264472,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"38",0.62,0.312398984265324,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"39",0.5,0.532841454228646,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"40",0.42,0.508846525873437,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"41",0.43,0.500644597821561,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"42",0.44,0.492450314616973,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"43",0.45,0.484263665576249,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"44",0.46,0.476084640035856,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"45",0.47,0.467913227352117,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"46",0.48,0.459749416901158,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"47",0.49,0.451593198078861,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"48",0.5,0.443444560300825,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"49",0.51,0.435303493002312,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"50",0.52,0.427169985638207,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"51",0.53,0.41904402768297,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"52",0.54,0.410925608630593,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"53",0.55,0.402814717994551,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"54",0.56,0.394711345307759,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"55",0.57,0.386615480122527,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"56",0.58,0.378527112010517,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"57",0.59,0.370446230562692,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"58",0.6,0.36237282538928,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"59",0.61,0.354306886119721,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"60",0.62,0.346248402402628,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"61",0.56,0.353844008069718,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"62",0.11,0.997913074274254,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"63",0.8,0.202004534629556,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"64",0.81,0.196703918756263,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"65",0.82,0.191471432888186,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"66",0.83,0.186305771877636,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"67",0.84,0.181205663701874,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"68",0.85,0.176169868418837,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"69",0.86,0.171197177162126,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"70",0.87,0.166286411173536,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"71",0.88,0.161436420871505,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"72",0.89,0.156646084953944,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"73",0.9,0.151914309533965,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"74",0.91,0.147240027307109,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"75",0.92,0.142622196748757,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"76",0.93,0.138059801340436,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"77",0.94,0.133551848823825,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"78",0.95,0.129097370481311,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"79",0.96,0.124695420441992,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"80",0.62,0.345063894367729,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"81",0.63,0.33659582653505,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"82",0.64,0.328140751912681,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"83",0.65,0.319698640618818,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"84",0.65,0.271078543128371,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"85",0.54,0.420113018421737,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"86",0.59,0.31037580860516,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"87",0.6,0.302150096684435,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"88",0.61,0.294043245924528,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
