"","x","y","DLT_scenario","EFF_scenario"
"1",0.41,0.551760616897638,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"2",0.34,0.516683821772018,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"3",0.25,0.977646757508333,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"4",0.41,0.956073087214173,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"5",0.28,0.981371125419881,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"6",0.21,0.963948547977733,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"7",0.22,0.945516767181635,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"8",0.23,0.927380360961883,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"9",0.24,0.909532285564052,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"10",0.25,0.891965719429341,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"11",0.26,0.874674054501659,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"12",0.27,0.857650887939656,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"13",0.28,0.840890014211854,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"14",0.29,0.824385417554378,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"15",0.3,0.808131264772033,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"16",0.31,0.792121898364629,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"17",0.32,0.776351829961529,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"18",0.33,0.760815734048427,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"19",0.34,0.745508441971288,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"20",0.35,0.730424936203266,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"21",0.36,0.715560344861242,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"22",0.37,0.7009099364594,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"23",0.38,0.686469114887959,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"24",0.39,0.672233414605884,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"25",0.4,0.658198496036994,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"26",0.41,0.64436014115952,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"27",0.42,0.630714249279671,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"28",0.24,0.984820663404764,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"29",0.25,0.963578797583518,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"30",0.26,0.942717092146744,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"31",0.27,0.922225432153094,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"32",0.28,0.902094058344815,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"33",0.29,0.88231355164984,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"34",0.22,0.697338915240834,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"35",0.24,0.665867388912003,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"36",0.1,0.996004539500657,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"37",0.16,0.98435015619339,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"38",0.17,0.957671139355011,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"39",0.18,0.932164360278161,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"40",0.24,0.972676910523503,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"41",0.24,0.981738048612753,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"42",0.25,0.953824210833355,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"43",0.26,0.926964891939171,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"44",0.27,0.901101443872221,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"45",0.28,0.876179488439428,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"46",0.29,0.852148535675128,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"47",0.3,0.828961642417307,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"48",0.16,0.988051852465669,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"49",0.15,0.991465160440183,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"50",0.16,0.953554410834744,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"51",0.17,0.918014233495099,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"52",0.27,0.982081688100653,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"53",0.28,0.964095499427265,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"54",0.29,0.946110448313023,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"55",0.3,0.92812653465001,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"56",0.31,0.910143758330326,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"57",0.32,0.89216211924608,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"58",0.38,0.764925377545671,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"59",0.19,0.966856767409656,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"60",0.31,0.897670489420518,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"61",0.32,0.882044282268202,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"62",0.33,0.866488320436268,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"63",0.34,0.851002131320689,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"64",0.35,0.835585246547466,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"65",0.36,0.820237201925407,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"66",0.37,0.80495753739954,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"67",0.38,0.789745797005146,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"68",0.39,0.774601528822398,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"69",0.4,0.759524284931612,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"70",0.41,0.744513621369085,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"71",0.42,0.729569098083517,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"72",0.43,0.714690278893006,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"73",0.29,0.995648313426571,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"74",0.19,0.990279799896905,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"75",0.2,0.969804883506977,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"76",0.21,0.949696205583465,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"77",0.22,0.929944026772392,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"78",0.23,0.910538950016171,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"79",0.24,0.891471905646781,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"80",0.25,0.872734137251229,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"81",0.26,0.854317188263034,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"82",0.27,0.836212889236579,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"83",0.28,0.818413345764121,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"84",0.29,0.800910926997885,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"85",0.3,0.783698254742208,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"86",0.31,0.766768193082957,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"87",0.32,0.750113838523599,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"88",0.13,0.993092662793236,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"89",0.23,0.897971914421093,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"90",0.21,0.969216105982528,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"91",0.29,0.985260900901615,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"92",0.3,0.960925429700589,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"93",0.31,0.937005013940273,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"94",0.32,0.913489124893957,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"95",0.33,0.890367586959158,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"96",0.34,0.867630562976375,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"97",0.35,0.845268540274258,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"98",0.36,0.823272317399593,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"99",0.21,0.800514948622491,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"100",0.22,0.785315789770526,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"101",0.23,0.770560489024779,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"102",0.25,0.742305897137418,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"103",0.19,0.987032745283456,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"104",0.2,0.96937692482755,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"105",0.21,0.951987226960973,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"106",0.22,0.934857679872212,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"107",0.23,0.917982489100384,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"108",0.24,0.901356031000068,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
"109",0.25,0.884972846492992,"Dose-toxicity scenario 2","Dose-efficacy scenario 1"
