"","x","y","DLT_scenario","EFF_scenario"
"1",0.58,0.386392315694999,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"2",0.65,0.387252950404169,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"3",0.33,0.68015256855774,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"4",0.84,0.277529557596013,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"5",0.48,0.573461642247701,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"6",0.49,0.564090017044979,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"7",0.5,0.55474890615016,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"8",0.51,0.545438160772151,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"9",0.52,0.536157633085653,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"10",0.53,0.526907176223333,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"11",0.54,0.517686644268084,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"12",0.55,0.508495892245343,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"13",0.56,0.499334776115501,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"14",0.57,0.490203152766373,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"15",0.58,0.481100880005752,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"16",0.59,0.472027816554018,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"17",0.6,0.462983822036838,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"18",0.61,0.453968756977925,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"19",0.62,0.444982482791862,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"20",0.63,0.436024861777008,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"21",0.64,0.427095757108459,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"22",0.65,0.418195032831085,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"23",0.66,0.409322553852626,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"24",0.67,0.40047818593686,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"25",0.68,0.391661795696835,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"26",0.48,0.597575598065135,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"27",0.49,0.589713740100857,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"28",0.5,0.581852927098312,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"29",0.51,0.573993158849176,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"30",0.52,0.566134435145181,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"31",0.53,0.558276755778114,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"32",0.54,0.550420120539818,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"33",0.55,0.542564529222192,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"34",0.56,0.534709981617188,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"35",0.57,0.526856477516815,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"36",0.58,0.519004016713137,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"37",0.59,0.511152598998273,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"38",0.6,0.503302224164398,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"39",0.61,0.49545289200374,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"40",0.62,0.487604602308585,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"41",0.63,0.479757354871272,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"42",0.64,0.471911149484196,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"43",0.65,0.464065985939809,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"44",0.66,0.456221864030614,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"45",0.67,0.448378783549173,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"46",0.68,0.4405367442881,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"47",0.69,0.432695746040066,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"48",0.7,0.424855788597797,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"49",0.71,0.417016871754074,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"50",0.72,0.409178995301732,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"51",0.73,0.401342159033661,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"52",0.74,0.393506362742808,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"53",0.75,0.385671606222171,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"54",0.76,0.377837889264808,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"55",0.52,0.419424111772939,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"56",0.47,0.460600842409778,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"57",0.35,0.717384158244348,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"58",0.36,0.706139524602264,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"59",0.37,0.69492995881002,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"60",0.38,0.683755297077552,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"61",0.39,0.672615376633222,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"62",0.4,0.661510035715913,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"63",0.41,0.650439113567202,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"64",0.42,0.639402450423599,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"65",0.43,0.628399887508864,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"66",0.44,0.617431267026393,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"67",0.45,0.606496432151674,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
