"","x","y","DLT_scenario","EFF_scenario"
"1",0.04,0.983479615721737,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"2",1,0.0836006556989948,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"3",1,0.216954913572551,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"4",0.22,0.989208571748925,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"5",0.24,0.998964401530898,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"6",0,0.856273271772651,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"7",0,0.942708083163793,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"8",1,0.155333100517863,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"9",1,0.220589124646881,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"10",1,0.214667498630929,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"11",1,0.196087343943944,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"12",0.01,0.989151665710109,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"13",1,0.188389928346237,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"14",1,0.178179552956991,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"15",0.04,0.990257063869372,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"16",0.02,0.995594243087888,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"17",1,0.127925247558274,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"18",1,0.179103721309092,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"19",0.86,0.00937614188451972,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"20",0.2,0.985080306175241,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"21",1,0.0843601586789599,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"22",0.53,0.591487521043624,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"23",1,0.0451052072431314,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"24",1,0.162984911816361,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"25",0.21,0.987369028115845,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"26",1,0.103462252745893,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"27",1,0.23879676482673,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"28",1,0.0910523494240232,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"29",1,0.146848750632823,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"30",0.94,0.00552599851077999,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"31",0.97,0.0146808439154176,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"32",1,0.094890436264248,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"33",0.03,0.992372420782143,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"34",1,0.158651085119215,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"35",0.24,0.97937953923387,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"36",1,0.00293269997112664,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"37",1,0.369736942918187,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
