"","x","y","DLT_scenario","EFF_scenario"
"1",1,0.0147635208253734,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"2",0.44,0.632644596906212,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"3",0.95,0.168415693582855,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"4",0,0.933365426992447,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"5",0.35,0.551290500881519,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"6",0.36,0.54245471230492,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"7",0.19,0.942746013520735,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"8",0.2,0.925242557619947,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"9",0.21,0.907766647809189,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"10",0.22,0.890318219113538,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"11",0.23,0.872897206762257,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"12",0.24,0.8514433817458,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"13",0.25,0.836730444433779,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"14",0.26,0.822038503742102,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"15",0.27,0.807367514756857,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"16",0.28,0.79271743269214,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"17",0.29,0.778088212889603,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"18",0.3,0.763479810817994,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"19",0.31,0.748892182072714,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"20",0.32,0.734325282375356,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"21",0,0.826624462192546,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"22",0.3,0.673300769058743,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"23",0.22,0.926903936761284,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"24",0.23,0.908725783879886,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"25",0.24,0.890549442791616,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"26",0.25,0.872374913225619,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"27",0.26,0.854202194911093,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"28",0.17,0.930220704540097,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"29",0.27,0.669131153571188,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"30",0.28,0.656039718556536,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"31",0.38,0.539744021430157,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"32",0.49,0.462663470578419,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"33",0.41,0.509513732634944,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"34",0.34,0.533669909124604,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"35",0.35,0.52179992582352,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"36",1,0.0660429700103885,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"37",0.32,0.628888813532082,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"38",0.43,0.454755850305831,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"39",0.34,0.582843851646002,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"40",0.36,0.604857505598069,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"41",0,0.937782056092755,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"42",1,0.127397030994182,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"43",0.29,0.724503141874754,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"44",0.59,0.436175824960774,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"45",0.6,0.474166075454584,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"46",0.99,0.0309885938111661,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"47",1,0.0231946743447228,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"48",0.03,0.989077878068899,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"49",0.33,0.590485985547826,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"50",0.06,0.997872064736996,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"51",0.36,0.520342024849649,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"52",0.95,0.00305936837443881,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
