"","x","y","DLT_scenario","EFF_scenario"
"1",0.29,0.678411290272835,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"2",0.3,0.668401058039694,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"3",0.31,0.658410218637764,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"4",0.32,0.648438715766959,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"5",0.33,0.638486493344909,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"6",0.34,0.628553495505915,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"7",0.35,0.618639666599896,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"8",0.36,0.608744951191356,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"9",0.37,0.598869294058348,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"10",0.38,0.589012640191447,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"11",0.39,0.579174934792729,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"12",0.4,0.569356123274753,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"13",0.41,0.559556151259556,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"14",0.42,0.549774964577646,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"15",0.43,0.540012509267003,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"16",0.44,0.530268731572092,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"17",0.45,0.520543577942868,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"18",0.46,0.510836995033802,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"19",0.47,0.501148929702904,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"20",0.48,0.491479329010751,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"21",0.49,0.481828140219522,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"22",0.5,0.472195310792046,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"23",0.51,0.462580788390841,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"24",0.52,0.452984520877169,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"25",0.53,0.443406456310095,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"26",0.54,0.433846542945547,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"27",0.55,0.424304729235386,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"28",0.55,0.359242187562176,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"29",0.56,0.350110243698621,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"30",0.57,0.340978305396355,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"31",0.35,0.515674860848781,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"32",0.36,0.499656474709946,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"33",0.85,0.00551407789734541,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"34",0.38,0.576507929936136,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"35",0.39,0.566184658737879,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"36",0.4,0.555924444881077,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"37",0.41,0.545726712367879,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"38",0.42,0.535590892194417,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"39",0.43,0.525516422244968,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"40",0.44,0.515502747188043,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"41",0.45,0.50554931837434,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"42",0.46,0.495655593736542,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"43",0.47,0.485821037690909,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"44",0.24,0.714056734302667,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"45",0.56,0.361986625553559,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"46",0.57,0.353891647021659,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"47",0.58,0.345796687630237,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"48",0.59,0.337701747379224,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"49",0.6,0.329606826268553,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"50",0.54,0.331850621813328,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"51",0.35,0.507262818382345,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"52",0.36,0.494993679509828,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
