"","DLT_scenario","EFF_scenario","x","y","type"
"y_est1","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0,1.07363250452238,"Estimated MTD"
"y_est2","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.01,1.05646698988498,"Estimated MTD"
"y_est3","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.02,1.03955506271526,"Estimated MTD"
"y_est4","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.03,1.02289114481604,"Estimated MTD"
"y_est5","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.04,1.00646982040506,"Estimated MTD"
"y_est6","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.05,0.990285830246584,"Estimated MTD"
"y_est7","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.06,0.974334066035624,"Estimated MTD"
"y_est8","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.07,0.958609565022229,"Estimated MTD"
"y_est9","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.08,0.943107504863873,"Estimated MTD"
"y_est10","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.09,0.927823198694769,"Estimated MTD"
"y_est11","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.1,0.912752090401531,"Estimated MTD"
"y_est12","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.11,0.897889750095148,"Estimated MTD"
"y_est13","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.12,0.883231869769838,"Estimated MTD"
"y_est14","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.13,0.868774259139844,"Estimated MTD"
"y_est15","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.14,0.85451284164571,"Estimated MTD"
"y_est16","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.15,0.840443650622054,"Estimated MTD"
"y_est17","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.16,0.826562825619266,"Estimated MTD"
"y_est18","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.17,0.812866608871957,"Estimated MTD"
"y_est19","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.18,0.79935134190739,"Estimated MTD"
"y_est20","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.19,0.786013462287446,"Estimated MTD"
"y_est21","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.2,0.772849500478046,"Estimated MTD"
"y_est22","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.21,0.759856076840235,"Estimated MTD"
"y_est23","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.22,0.74702989873746,"Estimated MTD"
"y_est24","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.23,0.734367757753831,"Estimated MTD"
"y_est25","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.24,0.721866527018434,"Estimated MTD"
