"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"1","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.02,-0.0596260558832665
"2","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.03,-0.0539777877132528
"3","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.04,-0.0492654796479748
"4","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.05,-0.0453664842125874
"5","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.06,-0.0421500567220289
"6","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.07,-0.0394935491427122
"7","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.08,-0.0372740756182014
"8","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.09,-0.0353581127850688
"9","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.1,-0.0336297064922035
"10","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.11,-0.0320241776347326
"11","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.12,-0.0304974977718964
"12","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.13,-0.0290293080716613
"13","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.14,-0.0276095194355009
"14","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.15,-0.0262357895594227
"15","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.16,-0.0249073446034922
"16","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.17,-0.023623449284441
"17","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.18,-0.0223833733964015
"18","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.19,-0.0211864371367304
"19","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.2,-0.0200319314567525
"20","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.21,-0.0189191795877273
"21","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.22,-0.0178475281590624
"22","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.23,-0.0168163015933059
"23","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.24,-0.015824884023938
"24","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.25,-0.014872635274619
"25","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.26,-0.0139589458662281
"26","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.27,-0.013083183588397
"27","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.28,-0.0122448613653971
"28","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.29,-0.0114433067670267
"29","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.3,-0.0106779702970992
"30","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.31,-0.0099483325021683
"31","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.32,-0.00925388149857487
"32","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.33,-0.00859406369632752
"33","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.34,-0.00796838234029684
"34","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.35,-0.00737636943417082
"35","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.36,-0.00681755211688171
"36","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.37,-0.006291423703181
"37","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.38,-0.00579757469350569
"38","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.39,-0.00533561946696654
"39","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.4,-0.0049050987441616
"40","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.41,-0.00450560053008309
"41","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.42,-0.00413676642394954
"42","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.43,-0.00379821520391068
"43","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.44,-0.00348957835620641
"44","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.45,-0.00321060771810423
"45","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.46,-0.00296079230784593
"46","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.47,-0.00273997723054308
"47","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.48,-0.00254780262587734
"48","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.49,-0.00238397543068796
"49","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.5,-0.00224825533552815
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.51,-0.00214035155886726
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.52,-0.00206002245102467
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.53,-0.00200703552602302
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.54,-0.00198118849523815
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.55,-0.00198215549180244
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.56,-0.00200984276855968
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.57,-0.00206399617645479
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.58,-0.00214445801311926
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.59,-0.0022510293457358
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.6,-0.00238353319895855
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.61,-0.00254179879539239
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.62,-0.00272570724929932
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.63,-0.00293500320146741
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.64,-0.00316962975935084
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.65,-0.00342940279169008
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.66,-0.00371419224868206
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.67,-0.0040238469791794
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.68,-0.00435823902295936
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.69,-0.00471724296041132
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.7,-0.00510070724635388
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.71,-0.00550852411168987
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.72,-0.00594056408913763
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.73,-0.00639668473805879
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.74,-0.0068767988458624
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.75,-0.00738076438682336
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.76,-0.00790843002868519
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.77,-0.00845973176511488
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.78,-0.00903450453113353
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.79,-0.00963265598936752
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.8,-0.0102540924951628
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.81,-0.0108985672350013
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.82,-0.0115660978584317
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.83,-0.0122565116176479
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.84,-0.0129696995947967
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.85,-0.0137055435801537
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.86,-0.0144638979886781
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.87,-0.0152446648707641
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.88,-0.0160477161278678
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.89,-0.01687292167769
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.9,-0.0177193769018465
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.91,-0.018585262761461
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.92,-0.0194671529675911
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.93,-0.0203555069705282
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.94,-0.0212330840803617
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.95,-0.022067782303279
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.96,-0.022810650347979
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.97,-0.0233885545393743
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.98,-0.0236607505460431
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.99,-0.0234212777993918
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 4",1,-0.0223807225187342
