"","x","y","DLT_scenario","EFF_scenario"
"1",0.44,0.460654033262414,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"2",0.27,0.631468711132652,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"3",0.36,0.55609089747898,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"4",0.37,0.550431380581923,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"5",0.38,0.54478677129758,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"6",0.39,0.539157010801687,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"7",0.4,0.533542040579062,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"8",0.41,0.527941802421578,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"9",0.55,0.451053452348328,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"10",0.56,0.445667412967066,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"11",0.57,0.440295214486036,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"12",0.58,0.43493680362174,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"13",0.59,0.429592127363826,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"14",0.6,0.424261132973349,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"15",0.61,0.41894376798103,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"16",0.62,0.413639980185537,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"17",0.63,0.408349717651779,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"18",0.64,0.403072928709206,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"19",0.65,0.397809561950129,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"20",0.66,0.392559566228052,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"21",0.67,0.387322890656015,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"22",0.68,0.382099484604947,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"23",0.69,0.376889297702037,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"24",0.7,0.371692279829114,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"25",0.71,0.366508381121041,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"26",0.19,0.905864039191235,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"27",0.2,0.886975740235666,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"28",0.21,0.868264993366602,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"29",0.22,0.849729306781953,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"30",0.23,0.831366235089797,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"31",0.24,0.813173378232889,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"32",0.25,0.795148380442948,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"33",0.26,0.777288929223748,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"34",0.27,0.759592754362105,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"35",0.28,0.742057626965865,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"36",0.29,0.724681358528035,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"37",0.3,0.70746180001624,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"38",0.31,0.690396840986701,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"39",0.32,0.67348440872197,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"40",0.33,0.656722467391691,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"41",0.34,0.64010901723565,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"42",0.09,0.938838231787937,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"43",0.11,0.906232750008609,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"44",0.12,0.890048077807509,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"45",0.38,0.598165401080587,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"46",0.39,0.59069715349741,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"47",0.4,0.583253813029578,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"48",0.41,0.575835255284125,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
"49",0.42,0.568441356695046,"Dose-toxicity scenario 1","Dose-efficacy scenario 1"
