"","x","y","DLT_scenario","EFF_scenario"
"1",0.63,0.328926972774159,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"2",0.43,0.589995550804746,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"3",0.44,0.580893367960789,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"4",0.45,0.571882938566551,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"5",0.46,0.562962882215271,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"6",0.47,0.554131846052492,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"7",0.48,0.545388504092066,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"8",0.49,0.536731556552423,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"9",0.5,0.528159729212428,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"10",0.51,0.519671772786142,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"11",0.52,0.511266462315843,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"12",0.53,0.502942596582697,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"13",0.54,0.494698997534474,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"14",0.55,0.486534509729743,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"15",0.56,0.47844799979799,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"16",0.57,0.47043835591513,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"17",0.58,0.462504487293912,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"18",0.59,0.454645323688707,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"19",0.6,0.44685981491423,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"20",0.61,0.439146930377729,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"21",0.62,0.431505658624195,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"22",0.63,0.423935006894192,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"23",0.64,0.41643400069389,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"24",0.65,0.409001683376898,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"25",0.66,0.401637115737549,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"26",0.67,0.394339375615243,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"27",0.68,0.387107557509521,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
"28",0.69,0.379940772205521,"Dose-toxicity scenario 2","Dose-efficacy scenario 4"
