"","x","y","DLT_scenario","EFF_scenario"
"1",0.5,0.403780450984142,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"2",0.39,0.527008878542777,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"3",0.53,0.435821207130285,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"4",0.63,0.352409216303097,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"5",0.57,0.414708196789709,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"6",0,0.720773316967623,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"7",0.34,0.622969729755138,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"8",0.46,0.478703536501482,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"9",0.54,0.385869085476281,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"10",0.71,0.204825400381192,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"11",0.72,0.195159296751142,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"12",0.32,0.623318847716505,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"13",0.33,0.607563725962527,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"14",0.47,0.402644826314755,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"15",0.34,0.547979536226372,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"16",0.37,0.692723772801254,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"17",0.38,0.674556247039792,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"18",0.39,0.656396171231834,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"19",0.4,0.638243540795819,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"20",0.41,0.620098351153939,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"21",0.42,0.601960597732142,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"22",0.43,0.583830275960122,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"23",0.44,0.565707381271317,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"24",0.45,0.547591909102908,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"25",0.46,0.52948385489581,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"26",0.47,0.511383214094673,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"27",1,0.110967870376194,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"28",0.53,0.414085009517885,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"29",0.39,0.640304513303496,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"30",0.4,0.62683502318443,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"31",0.41,0.613381463029237,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"32",0.42,0.599943804594779,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"33",0.43,0.586522019704643,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"34",0.5,0.428698354235562,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"35",0.6,0.394471337099914,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"36",0.25,0.707027931578047,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"37",0.26,0.692602911779826,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"38",0.5,0.461205935595011,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"39",0.51,0.452525156919147,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"40",0.45,0.526553594268903,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"41",0.53,0.419674253903844,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"42",0.61,0.375220734864926,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
"43",1,0.141878122805542,"Dose-toxicity scenario 1","Dose-efficacy scenario 4"
