"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"1","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.18,0.533,"Threshold 1"
"2","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.19,0.544,"Threshold 1"
"3","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.2,0.552,"Threshold 1"
"4","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.21,0.568,"Threshold 1"
"5","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.22,0.581,"Threshold 1"
"6","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.23,0.591,"Threshold 1"
"7","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.24,0.607,"Threshold 1"
"8","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.25,0.624,"Threshold 1"
"9","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.26,0.641,"Threshold 1"
"10","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.27,0.651,"Threshold 1"
"11","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.28,0.662,"Threshold 1"
"12","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.29,0.675,"Threshold 1"
"13","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.3,0.683,"Threshold 1"
"14","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.31,0.704,"Threshold 1"
"15","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.32,0.722,"Threshold 1"
"16","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.33,0.733,"Threshold 1"
"17","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.34,0.747,"Threshold 1"
"18","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.35,0.756,"Threshold 1"
"19","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.36,0.763,"Threshold 1"
"20","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.37,0.767,"Threshold 1"
"21","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.38,0.771,"Threshold 1"
"22","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.39,0.779,"Threshold 1"
"23","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.4,0.777,"Threshold 1"
"24","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.41,0.78,"Threshold 1"
"25","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.42,0.781,"Threshold 1"
"26","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.43,0.792,"Threshold 1"
"27","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.44,0.796,"Threshold 1"
"28","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.45,0.797,"Threshold 1"
"29","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.46,0.797,"Threshold 1"
"30","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.47,0.802,"Threshold 1"
"31","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.48,0.803,"Threshold 1"
"32","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.49,0.805,"Threshold 1"
"33","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.5,0.798,"Threshold 1"
"34","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.51,0.798,"Threshold 1"
"35","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.52,0.799,"Threshold 1"
"36","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.53,0.795,"Threshold 1"
"37","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.54,0.796,"Threshold 1"
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.55,0.796,"Threshold 1"
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.56,0.802,"Threshold 1"
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.57,0.805,"Threshold 1"
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.58,0.805,"Threshold 1"
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.59,0.811,"Threshold 1"
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.6,0.812,"Threshold 1"
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.61,0.811,"Threshold 1"
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.62,0.809,"Threshold 1"
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.63,0.81,"Threshold 1"
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.64,0.805,"Threshold 1"
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.65,0.804,"Threshold 1"
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.66,0.806,"Threshold 1"
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.67,0.802,"Threshold 1"
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.68,0.804,"Threshold 1"
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.69,0.804,"Threshold 1"
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.7,0.795,"Threshold 1"
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.71,0.798,"Threshold 1"
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.72,0.796,"Threshold 1"
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.73,0.798,"Threshold 1"
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.74,0.796,"Threshold 1"
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.75,0.802,"Threshold 1"
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.76,0.798,"Threshold 1"
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.77,0.791,"Threshold 1"
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.78,0.781,"Threshold 1"
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.79,0.785,"Threshold 1"
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.8,0.786,"Threshold 1"
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.81,0.788,"Threshold 1"
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.82,0.787,"Threshold 1"
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.83,0.789,"Threshold 1"
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.84,0.788,"Threshold 1"
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.85,0.781,"Threshold 1"
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.86,0.782,"Threshold 1"
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.87,0.779,"Threshold 1"
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.88,0.775,"Threshold 1"
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.89,0.767,"Threshold 1"
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.9,0.767,"Threshold 1"
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.91,0.766,"Threshold 1"
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.92,0.763,"Threshold 1"
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.93,0.755,"Threshold 1"
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.94,0.75,"Threshold 1"
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.95,0.744,"Threshold 1"
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.96,0.744,"Threshold 1"
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.97,0.739,"Threshold 1"
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.98,0.734,"Threshold 1"
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.99,0.729,"Threshold 1"
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 2",1,0.722,"Threshold 1"
"84","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.18,0.802,"Threshold 2"
"85","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.19,0.822,"Threshold 2"
"86","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.2,0.835,"Threshold 2"
