"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"1","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.18,-0.0594885054155426
"2","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.19,-0.0523924392896053
"3","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.2,-0.0458113829493187
"4","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.21,-0.0397043764244988
"5","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.22,-0.0340387265649896
"6","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.23,-0.0287889281780955
"7","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.24,-0.0239297759433692
"8","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.25,-0.0194388163455178
"9","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.26,-0.0152952532996572
"10","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.27,-0.0114796123264897
"11","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.28,-0.00797394798710185
"12","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.29,-0.00476151015565401
"13","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.3,-0.00182671882535304
"14","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.31,0.000845025463282722
"15","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.32,0.00326728333825797
"16","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.33,0.00545278859811244
"17","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.34,0.00741358755884198
"18","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.35,0.00916090396632619
"19","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.36,0.0107049120037245
"20","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.37,0.0120558912154779
"21","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.38,0.0132230823702793
"22","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.39,0.0142152473499291
"23","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.4,0.0150406955958811
"24","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.41,0.0157072715702488
"25","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.42,0.0162223644438721
"26","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.43,0.0165929892977508
"27","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.44,0.0168257193083005
"28","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.45,0.0169269775400174
"29","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.46,0.0169025715316343
"30","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.47,0.0167582197105989
"31","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.48,0.0164992698727975
"32","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.49,0.0161307651581656
"33","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.5,0.0156575445161209
"34","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.51,0.015084228069989
"35","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.52,0.014415158894532
"36","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.53,0.0136544794648853
"37","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.54,0.0128061668702768
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.55,0.0118739365441472
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.56,0.0108614147232168
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.57,0.00977196092785936
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.58,0.00860885248222649
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.59,0.00737515617630051
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.6,0.00607385270997112
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.61,0.00470770170194474
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.62,0.0032794572015765
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.63,0.00179162066322756
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.64,0.000246661771488519
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.65,-0.00135308947854812
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.66,-0.00300542949398759
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.67,-0.00470818089474725
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.68,-0.00645936917338171
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.69,-0.0082570401532203
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.7,-0.0100992763630104
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.71,-0.0119843744371805
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.72,-0.0139106108404025
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.73,-0.0158763453657118
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.74,-0.0178800686541983
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.75,-0.0199202504065789
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.76,-0.0219954770620623
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.77,-0.0241043841593594
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.78,-0.0262456674725243
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.79,-0.0284180822758395
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.8,-0.0306204062447719
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.81,-0.0328515067782051
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.82,-0.0351102649790657
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.83,-0.0373956331339646
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.84,-0.0397066004884002
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.85,-0.0420422065956828
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.86,-0.0444014439653862
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.87,-0.0467834949468918
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.88,-0.049187454050677
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.89,-0.0516125086596395
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.9,-0.054057855727263
