"","DLT_scenario","EFF_scenario","x","y","type"
"y_est1","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0,1.19448239023509,"Estimated MTD"
"y_est2","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.01,1.17057304624095,"Estimated MTD"
"y_est3","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.02,1.14721786751206,"Estimated MTD"
"y_est4","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.03,1.12439780829526,"Estimated MTD"
"y_est5","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.04,1.10209468571396,"Estimated MTD"
"y_est6","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.05,1.0802911314492,"Estimated MTD"
"y_est7","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.06,1.05897054663153,"Estimated MTD"
"y_est8","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.07,1.03811705969772,"Estimated MTD"
"y_est9","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.08,1.01771548698727,"Estimated MTD"
"y_est10","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.09,0.997751295873155,"Estimated MTD"
"y_est11","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.1,0.978210570238787,"Estimated MTD"
"y_est12","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.11,0.959079978128673,"Estimated MTD"
"y_est13","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.12,0.94034674141487,"Estimated MTD"
"y_est14","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.13,0.921998607334143,"Estimated MTD"
"y_est15","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.14,0.904023821762614,"Estimated MTD"
"y_est16","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.15,0.886411104105405,"Estimated MTD"
"y_est17","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.16,0.869149623688551,"Estimated MTD"
"y_est18","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.17,0.852228977549368,"Estimated MTD"
"y_est19","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.18,0.835639169529566,"Estimated MTD"
