"","x","y","DLT_scenario","EFF_scenario"
"1",0.99,0.180277475427461,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"2",1,0.173539061860253,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"3",0.44,0.607334449048982,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"4",0.97,0.197573569554596,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"5",0.98,0.19259080800211,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"6",0.99,0.187611134731446,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"7",0.86,0.214871317076009,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"8",0.87,0.209517977464216,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"9",0.91,0.276146089581095,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"10",0.95,0.206838902823445,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"11",0.96,0.202273124784199,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"12",0.97,0.197748515640576,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"13",0.98,0.193264521071595,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"14",0.99,0.188820596663395,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"15",1,0.184416207688882,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"16",1,0.216082698197645,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"17",0.87,0.296243334695696,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"18",0.88,0.290591009213695,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"19",0.89,0.284938683836852,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"20",0.9,0.279286358565169,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"21",0.91,0.273634033398645,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"22",0.92,0.26798170833728,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"23",0.93,0.262329383381075,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"24",0.94,0.256677058530029,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"25",0.95,0.251024733784142,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
"26",0.39,0.540671363587336,"Dose-toxicity scenario 2","Dose-efficacy scenario 2"
