"","DLT_scenario","EFF_scenario","x","y","type"
"y_est1","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0,1.33253433021408,"Estimated MTD"
"y_est2","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.01,1.30404457046479,"Estimated MTD"
"y_est3","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.02,1.2762388272335,"Estimated MTD"
"y_est4","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.03,1.24909275869369,"Estimated MTD"
"y_est5","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.04,1.22258316446937,"Estimated MTD"
"y_est6","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.05,1.19668791950345,"Estimated MTD"
"y_est7","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.06,1.17138591247116,"Estimated MTD"
"y_est8","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.07,1.14665698837816,"Estimated MTD"
"y_est9","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.08,1.1224818950155,"Estimated MTD"
"y_est10","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.09,1.0988422329722,"Estimated MTD"
"y_est11","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.1,1.07572040893293,"Estimated MTD"
"y_est12","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.11,1.05309959201151,"Estimated MTD"
"y_est13","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.12,1.03096367289247,"Estimated MTD"
"y_est14","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.13,1.00929722557235,"Estimated MTD"
"y_est15","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.14,0.988085471509581,"Estimated MTD"
"y_est16","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.15,0.967314246008074,"Estimated MTD"
"y_est17","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.16,0.946969966673711,"Estimated MTD"
"y_est18","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.17,0.927039603796136,"Estimated MTD"
"y_est19","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.18,0.907510652520156,"Estimated MTD"
"y_est20","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.19,0.888371106681829,"Estimated MTD"
"y_est21","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.2,0.869609434194233,"Estimated MTD"
"y_est22","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.21,0.851214553876854,"Estimated MTD"
"y_est23","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.22,0.833175813630787,"Estimated MTD"
"y_est24","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.23,0.815482969869418,"Estimated MTD"
"y_est25","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.24,0.798126168121139,"Estimated MTD"
"y_est26","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.25,0.781095924726896,"Estimated MTD"
"y_est27","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.26,0.764383109561174,"Estimated MTD"
"y_est28","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.27,0.747978929710248,"Estimated MTD"
"y_est29","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.28,0.731874914046405,"Estimated MTD"
"y_est30","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.29,0.716062898641269,"Estimated MTD"
"y_est31","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.3,0.700535012965467,"Estimated MTD"
"y_est32","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.31,0.685283666825607,"Estimated MTD"
"y_est33","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.32,0.670301537993027,"Estimated MTD"
"y_est34","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.33,0.655581560481945,"Estimated MTD"
"y_est35","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.34,0.641116913437587,"Estimated MTD"
"y_est36","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.35,0.62690101059757,"Estimated MTD"
"y_est37","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.36,0.61292749029235,"Estimated MTD"
"y_est38","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.37,0.599190205952817,"Estimated MTD"
"y_est39","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.38,0.585683217095295,"Estimated MTD"
"y_est40","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.39,0.57240078075616,"Estimated MTD"
"y_est41","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.4,0.559337343350131,"Estimated MTD"
"y_est42","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.41,0.546487532927993,"Estimated MTD"
"y_est43","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.42,0.533846151811061,"Estimated MTD"
"y_est44","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.43,0.52140816958118,"Estimated MTD"
"y_est45","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.44,0.509168716406398,"Estimated MTD"
"y_est46","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.45,0.497123076683704,"Estimated MTD"
"y_est47","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.46,0.485266682981393,"Estimated MTD"
"y_est48","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.47,0.473595110264726,"Estimated MTD"
"y_est49","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.48,0.462104070389528,"Estimated MTD"
"y_est50","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.49,0.450789406849347,"Estimated MTD"
"y_est51","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.5,0.439647089762642,"Estimated MTD"
"y_est52","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.51,0.428673211087315,"Estimated MTD"
"y_est53","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.52,0.417863980050636,"Estimated MTD"
"y_est54","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.53,0.407215718783338,"Estimated MTD"
"y_est55","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.54,0.39672485814732,"Estimated MTD"
