"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"1","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.02,0.518,"Threshold 1"
"2","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.03,0.547,"Threshold 1"
"3","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.04,0.569,"Threshold 1"
"4","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.05,0.588,"Threshold 1"
"5","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.06,0.596,"Threshold 1"
"6","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.07,0.611,"Threshold 1"
"7","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.08,0.616,"Threshold 1"
"8","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.09,0.621,"Threshold 1"
"9","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.1,0.629,"Threshold 1"
"10","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.11,0.645,"Threshold 1"
"11","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.12,0.66,"Threshold 1"
"12","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.13,0.662,"Threshold 1"
"13","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.14,0.67,"Threshold 1"
"14","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.15,0.676,"Threshold 1"
"15","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.16,0.678,"Threshold 1"
"16","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.17,0.686,"Threshold 1"
"17","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.18,0.7,"Threshold 1"
"18","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.19,0.707,"Threshold 1"
"19","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.2,0.71,"Threshold 1"
"20","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.21,0.718,"Threshold 1"
"21","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.22,0.726,"Threshold 1"
"22","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.23,0.726,"Threshold 1"
"23","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.24,0.733,"Threshold 1"
"24","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.25,0.739,"Threshold 1"
"25","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.26,0.743,"Threshold 1"
"26","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.27,0.753,"Threshold 1"
"27","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.28,0.764,"Threshold 1"
"28","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.29,0.769,"Threshold 1"
"29","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.3,0.777,"Threshold 1"
"30","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.31,0.792,"Threshold 1"
"31","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.32,0.797,"Threshold 1"
"32","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.33,0.803,"Threshold 1"
"33","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.34,0.819,"Threshold 1"
"34","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.35,0.827,"Threshold 1"
"35","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.36,0.836,"Threshold 1"
"36","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.37,0.838,"Threshold 1"
"37","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.38,0.847,"Threshold 1"
"38","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.39,0.849,"Threshold 1"
"39","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.4,0.855,"Threshold 1"
"40","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.41,0.859,"Threshold 1"
"41","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.42,0.864,"Threshold 1"
"42","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.43,0.864,"Threshold 1"
"43","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.44,0.868,"Threshold 1"
"44","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.45,0.869,"Threshold 1"
"45","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.46,0.871,"Threshold 1"
"46","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.47,0.869,"Threshold 1"
"47","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.48,0.871,"Threshold 1"
"48","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.49,0.87,"Threshold 1"
"49","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.5,0.867,"Threshold 1"
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.51,0.867,"Threshold 1"
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.52,0.867,"Threshold 1"
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.53,0.867,"Threshold 1"
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.54,0.86,"Threshold 1"
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.55,0.859,"Threshold 1"
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.56,0.858,"Threshold 1"
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.57,0.855,"Threshold 1"
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.58,0.847,"Threshold 1"
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.59,0.842,"Threshold 1"
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.6,0.836,"Threshold 1"
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.61,0.83,"Threshold 1"
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.62,0.828,"Threshold 1"
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.63,0.823,"Threshold 1"
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.64,0.821,"Threshold 1"
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.65,0.816,"Threshold 1"
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.66,0.807,"Threshold 1"
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.67,0.803,"Threshold 1"
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.68,0.797,"Threshold 1"
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.69,0.791,"Threshold 1"
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.7,0.787,"Threshold 1"
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.71,0.778,"Threshold 1"
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.72,0.768,"Threshold 1"
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.73,0.763,"Threshold 1"
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.74,0.761,"Threshold 1"
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.75,0.757,"Threshold 1"
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.76,0.753,"Threshold 1"
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.77,0.744,"Threshold 1"
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.78,0.741,"Threshold 1"
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.79,0.739,"Threshold 1"
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.8,0.731,"Threshold 1"
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.81,0.727,"Threshold 1"
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.82,0.724,"Threshold 1"
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.83,0.722,"Threshold 1"
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.84,0.714,"Threshold 1"
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.85,0.709,"Threshold 1"
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.86,0.704,"Threshold 1"
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.87,0.697,"Threshold 1"
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.88,0.689,"Threshold 1"
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.89,0.686,"Threshold 1"
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.9,0.68,"Threshold 1"
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.91,0.676,"Threshold 1"
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.92,0.675,"Threshold 1"
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.93,0.665,"Threshold 1"
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.94,0.661,"Threshold 1"
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.95,0.656,"Threshold 1"
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.96,0.649,"Threshold 1"
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.97,0.641,"Threshold 1"
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.98,0.631,"Threshold 1"
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.99,0.613,"Threshold 1"
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 4",1,0.598,"Threshold 1"
"100","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.02,0.833,"Threshold 2"
"101","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.03,0.848,"Threshold 2"
"102","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.04,0.864,"Threshold 2"
"103","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.05,0.875,"Threshold 2"
"104","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.06,0.892,"Threshold 2"
"105","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.07,0.906,"Threshold 2"
"106","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.08,0.916,"Threshold 2"
"107","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.09,0.922,"Threshold 2"
"108","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.1,0.932,"Threshold 2"
"109","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.11,0.936,"Threshold 2"
"110","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.12,0.94,"Threshold 2"
"111","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.13,0.94,"Threshold 2"
"112","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.14,0.949,"Threshold 2"
"113","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.15,0.95,"Threshold 2"
"114","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.16,0.951,"Threshold 2"
"115","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.17,0.955,"Threshold 2"
"116","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.18,0.96,"Threshold 2"
"117","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.19,0.963,"Threshold 2"
"118","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.2,0.964,"Threshold 2"
"119","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.21,0.965,"Threshold 2"
"120","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.22,0.967,"Threshold 2"
"121","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.23,0.97,"Threshold 2"
