"","DLT_scenario","EFF_scenario","x","y","type"
"y_est1","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0,1.09774999645344,"Estimated MTD"
"y_est2","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.01,1.07870003833305,"Estimated MTD"
"y_est3","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.02,1.05998791338459,"Estimated MTD"
"y_est4","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.03,1.04160471386079,"Estimated MTD"
"y_est5","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.04,1.02354184245027,"Estimated MTD"
"y_est6","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.05,1.00579099887083,"Estimated MTD"
"y_est7","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.06,0.988344167151771,"Estimated MTD"
"y_est8","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.07,0.971193603563989,"Estimated MTD"
"y_est9","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.08,0.954331825159801,"Estimated MTD"
"y_est10","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.09,0.937751598886859,"Estimated MTD"
"y_est11","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.1,0.921445931242855,"Estimated MTD"
"y_est12","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.11,0.905408058439945,"Estimated MTD"
"y_est13","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.12,0.889631437049824,"Estimated MTD"
"y_est14","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.13,0.874109735102273,"Estimated MTD"
"y_est15","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.14,0.858836823611743,"Estimated MTD"
"y_est16","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.15,0.843806768508147,"Estimated MTD"
"y_est17","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.16,0.829013822949538,"Estimated MTD"
"y_est18","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.17,0.814452419995771,"Estimated MTD"
"y_est19","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.18,0.800117165623501,"Estimated MTD"
"y_est20","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.19,0.786002832064126,"Estimated MTD"
"y_est21","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.2,0.772104351447385,"Estimated MTD"
"y_est22","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.21,0.758416809734361,"Estimated MTD"
"y_est23","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.22,0.744935440924652,"Estimated MTD"
"y_est24","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.23,0.73165562152335,"Estimated MTD"
"y_est25","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.24,0.718572865254341,"Estimated MTD"
"y_est26","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.25,0.705682818007218,"Estimated MTD"
"y_est27","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.26,0.692981253005865,"Estimated MTD"
"y_est28","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.27,0.680464066187438,"Estimated MTD"
"y_est29","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.28,0.668127271781135,"Estimated MTD"
"y_est30","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.29,0.65596699807675,"Estimated MTD"
"y_est31","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.3,0.643979483373573,"Estimated MTD"
"y_est32","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.31,0.632161072100731,"Estimated MTD"
"y_est33","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.32,0.620508211100567,"Estimated MTD"
"y_est34","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.33,0.609017446067118,"Estimated MTD"
