"","x","y","DLT_scenario","EFF_scenario"
"1",0.18,0.970708068753606,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"2",1,0.173516300621249,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"3",1,0.227866713581299,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"4",0.86,0.226151227948036,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"5",1,0.187336400857563,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"6",0.59,0.354091188067241,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"7",0.88,0.440026280680249,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"8",0.89,0.434171873655614,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"9",0.9,0.428321354971209,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"10",0.91,0.422474720754524,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"11",0.92,0.416631967138187,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"12",0.93,0.410793090259961,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"13",0.94,0.404958086262731,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"14",0.95,0.399126951294497,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"15",0.96,0.393299681508366,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"16",0.97,0.387476273062543,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"17",0.98,0.381656722120323,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"18",0.99,0.375841024850083,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"19",1,0.37002917742527,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"20",1,0.125659037721115,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"21",0.97,0.18422980919962,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"22",0.98,0.179785383207129,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"23",0.99,0.175365109915747,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"24",1,0.170968792976548,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"25",0.07,0.988362696358734,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"26",1,0.171944066752207,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"27",0.97,0.187405456372937,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"28",0.98,0.183702039716611,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"29",1,0.146938861798071,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"30",0.2,0.979502871960451,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"31",0.21,0.944635390567687,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"32",0.23,0.996958660648409,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"33",0.16,0.993312242577056,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"34",0.17,0.986222378842286,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"35",0.18,0.979139881298802,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"36",0.19,0.972064738472631,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"37",1,0.119366415658155,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"38",0.16,0.995887557275467,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"39",0.29,0.879341569726514,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"40",0.99,0.229558782248521,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"41",1,0.226432486162594,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"42",0.86,0.219077718171421,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"43",0.87,0.35095028459176,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"44",0.88,0.340982764442727,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"45",0.89,0.331016713618937,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"46",0.9,0.321052131795521,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"47",0.91,0.311089018647707,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"48",0.92,0.301127373850817,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"49",0.93,0.291167197080269,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"50",0.94,0.281208488011578,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"51",0.95,0.271251246320353,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"52",0.96,0.2612954716823,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"53",0.97,0.251341163773218,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"54",0.98,0.241388322269005,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"55",0.99,0.231436946845653,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"56",1,0.221487037179248,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"57",0.97,0.0995958206990772,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"58",0.18,0.986643363468996,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"59",0.33,0.729249893721928,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"60",0.29,0.988218521613688,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"61",0.3,0.964700759304576,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"62",1,0.14373209792233,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"63",1,0.125191762311107,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"64",0.95,0.138226043233484,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"65",0.97,0.12654174931016,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"66",0.21,0.98267948748084,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"67",0.22,0.954143521373869,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"68",0.23,0.926813624146214,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"69",0.24,0.900614916660928,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"70",0.25,0.875478592626904,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"71",0.28,0.990973219076546,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"72",0.98,0.178953973989198,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"73",0.11,0.986776795397168,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"74",0.89,0.23919476131044,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"75",0.9,0.234757841083613,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"76",0.91,0.230374473182097,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"77",1,0.147060548440944,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"78",0.85,0.218694658467587,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"79",0.18,0.973567939877306,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"80",0.19,0.98442104254765,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"81",0.13,0.984627472469927,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"82",1,0.145402287522852,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"83",0.41,0.655798610330902,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"84",0.28,0.984253586744664,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"85",0.13,0.994314223746992,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"86",1,0.17714580546846,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"87",0.27,0.996375731603497,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"88",0.5,0.638047856001587,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"89",0.22,0.984349245768485,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"90",0.88,0.368913429152123,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"91",0.89,0.364938909065748,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"92",0.26,0.987360800899898,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"93",0.36,0.769971218525348,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"94",0.37,0.758867870557397,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"95",0.2,0.977752490307847,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"96",0.17,0.974880941212871,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"97",0.22,0.982562110138625,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"98",0.23,0.952915310051673,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"99",0.24,0.924491985289603,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"100",0.25,0.897217930752866,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"101",0.26,0.99951770499425,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"102",0.95,0.143295377966977,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"103",0.96,0.138112097917931,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"104",0.13,0.947845095668431,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"105",0.85,0.192017389104073,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"106",0.87,0.183241735075713,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"107",0.14,0.985600057814731,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"108",1,0.113710747302307,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"109",0.25,0.793716557313491,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"110",0.28,0.753687624091089,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"111",0.29,0.740344778140838,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"112",1,0.37313665833016,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"113",0.55,0.525594343645595,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"114",0.57,0.510693951716952,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"115",0.27,0.911077098845204,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"116",0.28,0.891688243461586,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"117",0.99,0.18089699883272,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"118",1,0.174609520078891,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"119",0.95,0.137299164422773,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"120",0.96,0.132787911618501,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"121",0.97,0.128352368379762,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"122",0.98,0.123990644685865,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"123",0.99,0.119700912907145,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"124",1,0.115481405251564,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"125",0.95,0.166500851259742,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"126",0.98,0.154002305112398,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"127",0.99,0.149975522063207,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"128",0.52,0.776375524808133,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"129",1,0.185361051856555,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"130",0.99,0.147686599476732,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"131",1,0.1446563186487,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"132",0.55,0.432942677156726,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"133",0.14,0.979385785783817,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"134",0.16,0.975439384822294,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"135",0.96,0.145498079790571,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"136",0.97,0.196154097527907,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"137",0.98,0.192906357834493,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"138",0.99,0.189715612340434,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"139",1,0.186580373818633,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"140",0.28,0.989395201060218,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"141",0.21,0.995357034567393,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"142",0.09,0.98828277720693,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"143",0.22,0.977952210723395,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"144",0.23,0.951247951208509,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"145",0.24,0.925309917999155,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"146",0.25,0.900105599484195,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"147",0.26,0.875604297726398,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"148",0.27,0.851777003731284,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"149",0.29,0.894136829707112,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"150",1,0.171894962434482,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"151",0.17,0.988921950580358,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"152",1,0.152301434777198,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"153",1,0.185747270645135,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"154",0.22,0.98364237936464,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"155",0.25,0.87287393001519,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"156",0.52,0.55271736195399,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"157",0.54,0.532860671291496,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"158",0.94,0.20826789293227,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"159",0.95,0.203991422588554,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"160",0.96,0.199755258593989,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"161",0.97,0.195558833781667,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"162",0.98,0.191401591576115,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"163",0.99,0.187282985747208,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"164",1,0.183202480170913,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"165",0.78,0.197733973259056,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"166",0.88,0.262924957048843,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"167",0.89,0.258945214365917,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"168",0.9,0.255012076950347,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"169",0.91,0.251124730902674,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"170",0.92,0.247282381165328,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"171",0.93,0.243484250980526,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"172",0.94,0.239729581366778,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"173",0.51,0.404958698198959,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"174",0.52,0.397095188535558,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"175",0.13,0.990368366622528,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"176",0.96,0.165491149220411,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"177",1,0.18871591232592,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"178",1,0.192043009465747,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"179",0.9,0.220909440895058,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"180",0.91,0.217064892229276,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"181",0.92,0.213269475294903,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"182",0.93,0.209522254247181,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"183",0.94,0.205822316858944,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"184",0.95,0.20216877378025,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"185",0.96,0.198560757825694,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"186",0.97,0.194997423288197,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"187",0.98,0.191477945278135,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"188",0.99,0.188001519086715,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"189",1,0.184567359572578,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"190",0.16,0.954890013656077,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"191",0.25,0.733173094177811,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"192",0.19,0.986423607199894,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"193",0.2,0.96500276909939,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"194",0.21,0.943920524392948,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"195",1,0.0159252108549141,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"196",0.36,0.98425255378536,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"197",0.2,0.989059529770545,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"198",1,0.254395755034025,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"199",1,0.128746513166803,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"200",0.27,0.90036731918806,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"201",0.23,0.964765416256566,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"202",0.24,0.931150735451138,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"203",0.97,0.160605087552016,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"204",0.15,0.970906103161064,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"205",0.16,0.942414049992157,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"206",0.17,0.915372704876678,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"207",0.86,0.251520379055309,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"208",0.87,0.244037511002052,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"209",0.88,0.236555338193584,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"210",0.89,0.229073860533015,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"211",0.9,0.221593077923474,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"212",0.91,0.214112990268107,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"213",0.92,0.206633597470077,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"214",0.93,0.199154899432568,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"215",0.94,0.191676896058778,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"216",0.95,0.184199587251926,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"217",0.96,0.176722972915248,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"218",0.97,0.169247052951998,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"219",0.98,0.161771827265448,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"220",0.99,0.154297295758888,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"221",1,0.146823458335626,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"222",1,0.150188763132845,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"223",0.18,0.978855907034218,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"224",1,0.0718937402254082,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"225",0.21,0.990074832312843,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"226",0.21,0.989472127758475,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
"227",1,0.123781455977578,"Dose-toxicity scenario 2","Dose-efficacy scenario 3"
