"","x","y","DLT_scenario","EFF_scenario"
"1",0.51,0.479384360141791,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"2",1,0.029968307123777,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"3",0.47,0.452378294647517,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"4",0.74,0.298710799546518,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"5",0.51,0.519734070209135,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"6",0.53,0.34049864203225,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"7",0.54,0.330665794246017,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"8",0.77,0.204783168623812,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"9",0.98,0.115031047122468,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"10",0.99,0.11093407111265,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"11",1,0.106878448749694,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"12",0.46,0.540964507599597,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"13",0.49,0.579296942443101,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"14",0.5,0.567533825575955,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"15",0.51,0.555801522335252,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"16",0.54,0.520788288360551,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"17",0.55,0.509178036757068,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"18",0.56,0.497598000474135,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"19",0.57,0.486048061713381,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"20",0.6,0.451577661729848,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"21",0.6,0.375535312185871,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"22",0.62,0.358622861332814,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"23",0.67,0.37967055621413,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"24",0.7,0.353500413458573,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"25",0.71,0.344798596373648,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"26",0.73,0.327427188166227,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"27",0.74,0.318757557286822,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"28",0.64,0.332251383273035,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"29",0.65,0.326027228500991,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"30",0.66,0.319859613217291,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"31",0.67,0.313747770508141,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"32",0.68,0.307690947267427,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"33",0.69,0.301688403887364,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"34",0.7,0.295739413957423,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"35",0.71,0.28984326397128,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"36",0.72,0.283999253041537,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"37",0.73,0.278206692621983,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"38",0.74,0.272464906237157,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"39",0.75,0.266773229218988,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"40",0.76,0.261131008450301,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"41",0.77,0.255537602114984,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"42",0.78,0.249992379454612,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"43",0.79,0.244494720531322,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"44",0.8,0.239044015996783,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"45",0.81,0.233639666867041,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"46",0.82,0.228281084303099,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"47",0.83,0.222967689397038,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"48",0.84,0.217698912963533,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
"49",0.85,0.212474195336594,"Dose-toxicity scenario 1","Dose-efficacy scenario 2"
